ID,TaggingEvent,Date,Crew,Site,Peddle Time (min),Species,TL (mm),High Tag,Reward Tag #,2nd Reward Tag #,Num tagged,Radio Tag Frequency,Code,Combined
1460,2,1/2/23,NATMAX,91,43,LMB,366,4475,4475,,1,150.222,L-99,150.222L-99
1461,2,1/2/23,NATMAX,31,32:26:00,LMB,516,4497,4497,,1,150.132,L-98,150.132L-98
1462,2,1/2/23,NATMAX,31,32:26:00,LMB,464,2412,2412,,1,150.333,I-2,150.333I-2
1463,2,1/2/23,NATMAX,31,32:26:00,LMB,415,5084,5084,,1,150.222,I-4,150.222I-4
1464,2,1/3/23,NATMAX,21,39:06:00,LMB,385,4476,4476,,1,,,
1465,2,1/3/23,NATMAX,21,39:06:00,LMB,491,2404,2404,,1,150.333,I-1,150.333I-1
1466,2,1/3/23,NATMAX,21,39:06:00,LMB,380,5050,5050,,1,,,
1467,2,1/3/23,NATMAX,21,39:06:00,LMB,415,5051,5051,,1,,,
1468,2,1/3/23,NATMAX,21,39:06:00,LMB,520,5068,5068,,1,,,
1469,2,1/3/23,NATMAX,21,39:06:00,LMB,475,5082,5082,,1,,,
1470,2,1/3/23,NATMAX,21,39:06:00,LMB,490,2405,2405,,1,,,
1471,2,1/3/23,NATMAX,21,39:06:00,LMB,432,5081,5081,,1,,,
1472,2,1/3/23,NATMAX,21,39:06:00,LMB,476,5080,5080,,1,,,
1473,2,1/3/23,NATMAX,21,39:06:00,LMB,439,4498,4498,,1,150.333,I-4,150.333I-4
1474,2,1/3/23,NATMAX,21,39:06:00,LMB,520,5052,5052,,1,,,
1475,2,1/3/23,NATMAX,21,39:06:00,LMB,505,2408,2408,,1,,,
1476,2,1/3/23,NATMAX,21,39:06:00,LMB,524,2409,2409,,1,,,
1477,2,1/4/23,NATMAX,6,47,LMB,499,2411,2411,,1,150.132,I-0,150.132I-0
1478,2,1/4/23,NATMAX,59,58:03:00,LMB,479,2410,2410,,1,105.333,L-98,105.333L-98
1479,2,1/4/23,NATMAX,59,58:03:00,LMB,474,4350,4350,,1,150.132,L-96,150.132L-96
1480,2,1/6/23,MaxParker,88,57:14:00,ALB,415,5061,5061,,1,150.222,I-5,150.222I-5
1481,2,1/6/23,MaxParker,88,57:14:00,ALB,417,5062,5062,,1,150.132,I-1,150.132I-1
1482,2,1/6/23,MaxParker,88,57:14:00,ALB,350,5064,5064,5063,2,,,
1483,2,1/6/23,MaxParker,91,49:16:00,ALB,365,4483,4483,,1,,,
1484,2,1/6/23,MaxParker,91,49:16:00,ALB,425,4484,4484,,1,,,
1485,2,1/6/23,MaxParker,91,49:16:00,ALB,355,4485,4485,,1,,,
1486,2,1/6/23,MaxParker,91,49:16:00,ALB,366,4487,4486,4487,2,150.132,I-24,150.132I-24
1487,2,1/6/23,MaxParker,91,49:16:00,ALB,390,5075,5075,,1,150.333,I-22,150.333I-22
1488,2,1/6/23,MaxParker,95,38:56:00,ALB,442,5074,5074,,1,,,
1489,2,1/6/23,MaxParker,95,38:56:00,ALB,434,5073,5072,5073,2,150.33,I-23,150.33I-23
1490,2,1/6/23,MaxParker,95,38:56:00,ALB,449,4488,4488,,1,,,
1491,2,1/6/23,MaxParker,95,38:56:00,ALB,352,4351,4351,,1,,,
1492,2,1/6/23,MaxParker,95,38:56:00,ALB,351,4253,4253,,1,,,
1493,2,1/6/23,MaxParker,95,38:56:00,ALB,352,4354,4352,4354,2,,,
1494,2,1/6/23,MaxParker,97,19:17,ALB,350,5071,5071,,1,,,
1495,2,1/6/23,MaxParker,97,19:17,ALB,360,4356,4355,4356,2,150.333,I-26,150.333I-26
1496,2,1/6/23,MaxParker,97,19:17,ALB,350,4357,4357,,1,,,
1497,2,1/6/23,MaxParker,97,19:17,ALB,384,4358,4358,,1,150.132,I-5,150.132I-5
1498,2,1/6/23,MaxParker,101,16:47,ALB,358,4359,4359,,1,150.222,I-3,150.222I-3
1499,2,1/2/23,NATMAX,88,57:14:00,ALB,490,2417,2417,,1,150.222,I-26,150.222I-26
1500,2,1/2/23,NATMAX,88,57:14:00,ALB,405,2413,2413,,1,150.222,I-0,150.222I-0
1501,2,1/2/23,NATMAX,88,57:14:00,ALB,350,2406,2406,,1,150.132,I-26,150.132I-26
1502,2,1/2/23,NATMAX,97,19:17,ALB,378,5088,5088,,1,,,
1503,2,1/2/23,NATMAX,91,43:00:00,ALB,418,4473,4473,,1,150.222,I-2,150.222I-2
1504,2,1/2/23,NATMAX,91,43:00:00,ALB,410,5087,5087,,1,150.333,L-99,150.333L-99
1505,2,1/2/23,NATMAX,91,43:00:00,ALB,400,4474,4474,,1,150.132,I-6,150.132I-6
1506,2,1/2/23,NATMAX,31,32:26:00,ALB,390,2407,2407,,1,150.222,L-97,150.222L-97
1507,2,1/2/23,NATMAX,31,32:26:00,ALB,360,4477,4477,,1,,,
1508,2,1/2/23,NATMAX,31,32:26:00,ALB,419,4499,4499,,1,,,
1509,2,1/2/23,NATMAX,14,38:22:00,ALB,459,4478,4478,,1,,,
1510,2,1/2/23,NATMAX,14,38:22:00,ALB,438,5054,5054,,1,150.132,L-99,150.132L-99
1511,2,1/2/23,NATMAX,14,38:22:00,ALB,404,5055,5055,,1,,,
1512,2,1/4/23,NATMAX,12,58,ALB,354,5069,5069,,1,150.333,I-3,150.333I-3
1513,2,1/4/23,NATMAX,6,47:00:00,ALB,460,4496,4496,,1,,,
1514,2,1/4/23,NATMAX,6,47:00:00,ALB,442,4495,4495,,1,,,
1515,2,1/4/23,NATMAX,6,47:00:00,ALB,376,4494,4494,413,2,150.333,L-96,150.333L-96
1516,2,1/4/23,NATMAX,6,47:00:00,ALB,396,5053,5053,,1,,,
1517,2,1/4/23,NATMAX,6,47:00:00,ALB,402,5056,5056,,1,,,
1518,2,1/4/23,NATMAX,6,47:00:00,ALB,395,5058,5057,5058,2,150.222,L-95,150.222L-95
1519,2,1/4/23,NATMAX,6,47:00:00,ALB,364,4492,4492,,1,,,
1520,2,1/5/23,NATMAX,101,56:57:00,ALB,370,4479,4479,,1,,,
1521,2,1/5/23,NATMAX,101,56:57:00,ALB,352,4481,4480,4481,2,,,
1522,2,1/5/23,NATMAX,101,56:57:00,ALB,404,5079,5079,,1,,,
1523,2,1/5/23,NATMAX,101,56:57:00,ALB,365,5078,5078,,1,,,
1524,2,1/5/23,NATMAX,101,56:57:00,ALB,374,5077,5077,5076,2,150.333,L-97,150.333L-97
1525,2,1/5/23,NATMAX,101,56:57:00,ALB,351,4482,4482,,1,,,
1526,2,1/5/23,NATMAX,98,38:02:00,ALB,419,4491,4491,,1,,,
1527,2,1/5/23,NATMAX,98,38:02:00,ALB,356,4490,4490,4489,2,,,
1528,2,1/5/23,NATMAX,98,38:02:00,ALB,364,5059,5059,,1,,,
1529,2,1/6/23,TJMARCUS,197,72:12:00,ALB,481,4298,4298,,1,,,
1530,2,1/6/23,TJMARCUS,197,72:12:00,ALB,490,4299,4299,4297,2,150.222,I-23,150.222I-23
1531,2,1/6/23,TJMARCUS,197,72:12:00,ALB,366,1751,1751,,1,,,
1532,2,1/6/23,TJMARCUS,197,72:12:00,ALB,364,4296,4296,,1,150.333,I-0,150.333I-0
1533,2,1/6/23,TJMARCUS,199,35:41:00,ALB,466,1753,1752,1753,2,,,
1534,2,1/6/23,TJMARCUS,199,35:41:00,ALB,460,4295,4295,,1,,,
1535,2,1/6/23,TJMARCUS,199,35:41:00,ALB,452,1754,1754,,1,150.222,L-98,150.222L-98
1536,2,1/6/23,TJMARCUS,70,68:08:00,ALB,432,4294,4293,4294,2,150.222,I-21,150.222I-21
1537,2,1/6/23,TJMARCUS,70,68:08:00,ALB,392,4292,4292,,1,,,
1538,2,1/6/23,TJMARCUS,122,45:50:00,ALB,450,4291,4291,,1,,,
1539,2,1/6/23,TJMARCUS,122,45:50:00,ALB,429,4290,4290,4289,2,,,
1540,2,1/6/23,TJMARCUS,122,45:50:00,ALB,410,4288,4288,,1,,,
1541,2,1/6/23,TJMARCUS,122,45:50:00,ALB,400,4287,4287,,1,150.132,I-21,150.132I-21
1542,2,1/6/23,TJMARCUS,123,73:15:00,ALB,458,1756,1755,1756,2,150.132,I-3,150.132I-3
1543,2,1/6/23,TJMARCUS,123,73:15:00,ALB,415,1758,1758,,1,150.333,I-6,150.333I-6
1544,2,1/6/23,TJMARCUS,123,73:15:00,ALB,425,1757,1757,,1,150.222,I-22,150.222I-22
1545,2,1/6/23,TJMARCUS,123,73:15:00,ALB,396,1760,1759,1760,2,,,
1546,2,1/6/23,TJMARCUS,123,73:15:00,ALB,338,1761,1761,,1,,,
1547,2,1/6/23,TJMARCUS,123,73:15:00,ALB,347,1762,1762,,1,,,
1548,2,1/3/23,TJMARCUS,10,51:18:00,ALB,407,4169,4169,,1,,,
1549,2,1/3/23,TJMARCUS,10,51:18:00,ALB,363,4170,4170,,1,,,
1550,2,1/3/23,TJMARCUS,10,51:18:00,ALB,506,4172,4171,4172,2,,,
1551,2,1/3/23,TJMARCUS,10,51:18:00,ALB,387,1786,1786,,1,150.222,L-96,150.222L-96
1552,2,1/3/23,TJMARCUS,10,51:18:00,ALB,413,2150,2150,,1,,,
1553,2,1/3/23,TJMARCUS,11,51:55:00,ALB,393,4174,4173,4174,2,,,
1554,2,1/4/23,TJMARCUS,122,70:53:00,ALB,452,1775,1775,,1,,,
1555,2,1/4/23,TJMARCUS,122,70:53:00,ALB,355,4182,4182,,1,,,
1556,2,1/4/23,TJMARCUS,122,70:53:00,ALB,406,4184,4184,4183,2,150.222,I-24,150.222I-24
1557,2,1/4/23,TJMARCUS,122,70:53:00,ALB,430,2143,2143,,1,150.333,I-5,150.333I-5
1558,2,1/4/23,TJMARCUS,122,70:53:00,ALB,432,4185,4185,,1,,,
1559,2,1/4/23,TJMARCUS,122,70:53:00,ALB,363,1774,1774,1773,2,,,
1560,2,1/4/23,TJMARCUS,122,70:53:00,ALB,420,4186,4186,,1,150.222,I-1,150.222I-1
1561,2,1/4/23,TJMARCUS,122,70:53:00,ALB,385,1772,1772,,1,,,
1562,2,1/4/23,TJMARCUS,122,70:53:00,ALB,357,4188,4187,4188,2,,,
1563,2,1/4/23,TJMARCUS,122,70:53:00,ALB,423,2144,2144,,1,,,
1564,2,1/4/23,TJMARCUS,122,70:53:00,ALB,351,4189,4189,,1,,,
1565,2,1/5/23,TJMARCUS,135,47:04:00,ALB,408,4191,4190,4191,2,,,
1566,2,1/5/23,TJMARCUS,139,35:08:00,ALB,426,1771,1771,,1,,,
1567,2,1/5/23,TJMARCUS,137,33:40:00,ALB,455,2142,2142,,1,150.222,I-6,150.222I-6
1568,2,1/5/23,TJMARCUS,136,55:13:00,ALB,352,1766,1766,1765,2,,,
1569,2,1/5/23,TJMARCUS,136,55:13:00,ALB,402,4192,4192,,1,,,
1570,2,1/5/23,TJMARCUS,136,55:13:00,ALB,422,4193,4193,,1,,,
1571,2,1/5/23,TJMARCUS,136,55:13:00,ALB,465,4195,4195,4194,2,150.132,I-4,150.132I-4
1572,2,1/5/23,TJMARCUS,74,43:10:00,ALB,451,2094,2094,,1,,,
1573,2,1/5/23,TJMARCUS,74,43:10:00,ALB,368,4196,4196,,1,,,
1574,2,1/5/23,TJMARCUS,74,43:10:00,ALB,370,4198,4197,4198,2,,,
1575,2,1/5/23,TJMARCUS,74,43:10:00,ALB,369,1770,1770,,1,,,
1576,2,1/5/23,TJMARCUS,74,43:10:00,ALB,396,1769,1769,,1,,,
1577,2,1/5/23,TJMARCUS,74,43:10:00,ALB,435,1768,1768,1767,2,,,
1578,2,1/5/23,TJMARCUS,74,43:10:00,ALB,388,4199,4199,,1,150.132,L-97,150.132L-97
1579,2,1/3/23,TJMARCUS,10,51:18:00,LMB,445,1783,1783,,1,150.132,I-2,150.132I-2
1580,2,1/4/23,TJMARCUS,158,61:11:00,LMB,490,2149,2149,,1,,,
1581,2,1/4/23,TJMARCUS,158,61:11:00,LMB,434,4176,4176,4175,2,,,
1582,2,1/4/23,TJMARCUS,65,43:13:00,LMB,465,4177,4177,,1,,,
1583,2,1/4/23,TJMARCUS,65,43:13:00,LMB,500,1785,1785,,1,,,
1584,2,1/4/23,TJMARCUS,66,42:11:00,LMB,449,1784,1784,1782,2,150.333,L-95,150.333L-95
1585,2,1/4/23,TJMARCUS,66,42:11:00,LMB,525,1781,1781,,1,,,
1586,2,1/4/23,TJMARCUS,66,42:11:00,LMB,482,2148,2148,,1,,,
1587,2,1/4/23,TJMARCUS,66,42:11:00,LMB,484,1780,1780,1779,2,,,
1588,2,1/4/23,TJMARCUS,67,58:14:00,LMB,396,1778,1778,,1,,,
1589,2,1/4/23,TJMARCUS,67,58:14:00,LMB,514,2147,2147,,1,,,
1590,2,1/4/23,TJMARCUS,68,55:02:00,LMB,483,1777,1776,1777,2,,,
1591,2,1/4/23,TJMARCUS,68,55:02:00,LMB,504,2095,2095,,1,,,
1592,2,1/4/23,TJMARCUS,68,55:02:00,LMB,554,2096,2096,,1,,,
1593,2,1/4/23,TJMARCUS,68,55:02:00,LMB,490,4179,4178,4179,2,,,
1594,2,1/4/23,TJMARCUS,68,55:02:00,LMB,495,2146,2146,,1,,,
1595,2,1/4/23,TJMARCUS,68,55:02:00,LMB,489,2145,2145,,1,,,
1596,2,1/4/23,TJMARCUS,68,55:02:00,LMB,541,4181,4180,4181,2,,,
1597,3,5/4/23,TJ/Max,,152,LMB,512,4261,4261,,1,,,
1598,3,5/4/23,TJ/Max,,152,LMB,372,1536,1536,,1,,,
1599,3,5/4/23,TJ/Max,,152,LMB,434,4260,4260,,1,,,
1600,3,5/4/23,TJ/Max,,152,LMB,510,4259,4259,,1,,,
1601,3,5/4/23,TJ/Max,,152,LMB,325,1535,1535,,1,,,
1602,3,5/4/23,TJ/Max,,152,LMB,408,4258,4258,,1,,,
1603,3,5/4/23,TJ/Max,,152,LMB,316,1534,1534,,1,,,
1604,3,5/4/23,TJ/Max,,152,LMB,301,1533,1533,,1,,,
1605,3,5/4/23,TJ/Max,,152,LMB,335,4255,4255,,1,,,
1606,3,5/4/23,TJ/Max,,64,LMB,345,2206,2206,,1,,,
1607,3,5/4/23,TJ/Max,,64,LMB,435,4254,4254,,1,,,
1608,3,5/4/23,TJ/Max,,64,LMB,323,4253,4253,,1,,,
1609,3,5/4/23,TJ/Max,,64,LMB,369,1532,1532,,1,,,
1610,3,5/4/23,TJ/Max,,56,LMB,318,4251,4251,,1,,,
1611,3,5/4/23,TJ/Max,,56,LMB,351,4252,4252,,1,,,
1612,3,5/4/23,TJ/Max,,52,LMB,320,1530,1530,,1,,,
1613,3,5/4/23,TJ/Max,,52,LMB,348,4300,4300,,1,,,
1614,3,5/4/23,TJ/Max,,49,LMB,348,4250,4250,,1,,,
1615,3,5/4/23,TJ/Max,,91,LMB,466,2207,2207,,1,,,
1616,3,5/4/23,TJ/Max,,91,LMB,529,1525,1525,,1,,,
1617,3,5/4/23,TJ/Max,,91,LMB,435,1524,1524,,1,,,
1618,3,5/4/23,TJ/Max,,91,LMB,360,4315,4315,,1,,,
1619,3,5/4/23,N/S,,3,LMB,395,2141,2141,,1,,,
1620,3,5/4/23,N/S,,25,LMB,443,4228,4228,,1,,,
1621,3,5/4/23,N/S,,25,LMB,425,4230,4230,,1,,,
1622,3,5/4/23,N/S,,210,LMB,303,5147,5147,,1,,,
1623,3,5/4/23,N/S,,210,LMB,525,5149,5149,,1,,,
1624,3,5/4/23,N/S,,210,LMB,540,4226,4226,,1,,,
1625,3,5/4/23,N/S,,210,LMB,478,5148,5148,,1,,,
1626,3,5/4/23,N/S,,210,LMB,418,4227,4227,,1,,,
1627,3,5/4/23,N/S,,210,LMB,382,4229,4229,,1,,,
1628,3,5/4/23,N/S,,210,LMB,444,1566,1566,,1,,,
1629,3,5/4/23,N/S,,210,LMB,424,4362,4362,,1,,,
1630,3,5/4/23,N/S,,206,LMB,496,2140,2140,,1,,,
1631,3,5/4/23,N/S,,206,LMB,403,5146,5146,,1,,,
1632,3,5/4/23,N/S,,206,LMB,341,4365,4365,,1,,,
1633,3,5/4/23,N/S,,206,LMB,337,4360,4360,,1,,,
1634,3,5/4/23,N/S,,206,LMB,360,5145,5145,,1,,,
1635,3,5/4/23,N/S,,206,LMB,310,4363,4363,,1,,,
1636,3,5/4/23,N/S,,206,LMB,354,5144,5144,,1,,,
1637,3,5/4/23,N/S,,198,LMB,474,4370,4370,,1,,,
1638,3,5/4/23,N/S,,198,LMB,354,4371,4371,,1,,,
1639,3,5/4/23,N/S,,198,LMB,330,4366,4366,,1,,,
1640,3,5/4/23,N/S,,198,LMB,440,4221,4221,,1,,,
1641,3,5/4/23,TJ/Max,,98,LMB,440,2204,2204,,1,,,
1642,3,5/4/23,TJ/Max,,98,LMB,413,4275,4275,,1,,,
1643,3,5/4/23,TJ/Max,,98,LMB,394,1359,1359,,1,,,
1644,3,5/4/23,TJ/Max,,98,LMB,351,4280,4280,,1,,,
1645,3,5/4/23,TJ/Max,,104,LMB,403,4268,4268,,1,,,
1646,3,5/4/23,TJ/Max,,104,LMB,380,2203,2203,,1,,,
1647,3,5/4/23,TJ/Max,,104,LMB,383,1542,1542,,1,,,
1648,3,5/4/23,TJ/Max,,104,LMB,393,4278,4278,,1,,,
1649,3,5/4/23,TJ/Max,,104,LMB,404,1550,1550,,1,,,
1650,3,5/4/23,TJ/Max,,104,LMB,442,1541,1541,,1,,,
1651,3,5/4/23,TJ/Max,,104,LMB,480,4267,4267,,1,,,
1652,3,5/4/23,TJ/Max,,104,LMB,404,4284,4284,,1,,,
1653,3,5/4/23,TJ/Max,,104,LMB,371,1546,1546,,1,,,
1654,3,5/4/23,TJ/Max,,84,LMB,332,2202,2202,,1,,,
1655,3,5/4/23,TJ/Max,,84,LMB,368,1543,1543,,1,,,
1656,3,5/4/23,TJ/Max,,84,LMB,435,1549,1549,,1,,,
1657,3,5/4/23,TJ/Max,,84,LMB,325,4281,4281,,1,,,
1658,3,5/4/23,TJ/Max,,84,LMB,321,1540,1540,,1,,,
1659,3,5/4/23,TJ/Max,,84,LMB,325,4271,4271,,1,,,
1660,3,5/4/23,TJ/Max,,113,LMB,385,4269,4269,,1,,,
1661,3,5/4/23,TJ/Max,,113,LMB,435,4274,4274,,1,,,
1662,3,5/4/23,TJ/Max,,113,LMB,546,4270,4270,,1,,,
1663,3,5/4/23,TJ/Max,,113,LMB,343,1544,1544,,1,,,
1664,3,5/4/23,TJ/Max,,113,LMB,324,2201,2201,,1,,,
1665,3,5/4/23,TJ/Max,,113,LMB,471,4272,4272,,1,,,
1666,3,5/4/23,TJ/Max,,113,LMB,337,4266,4266,,1,,,
1667,3,5/4/23,TJ/Max,,113,LMB,351,4265,4265,,1,,,
1668,3,5/4/23,TJ/Max,,113,LMB,348,1538,1538,,1,,,
1669,3,5/4/23,TJ/Max,,72,LMB,368,1537,1537,,1,,,
1670,3,5/4/23,TJ/Max,,98,ALB,485,4279,4279,,1,,,
1671,3,5/4/23,TJ/Max,,98,ALB,406,1545,1545,,1,,,
1672,3,5/4/23,TJ/Max,,98,ALB,391,4277,4277,,1,,,
1673,3,5/4/23,TJ/Max,,98,ALB,355,4285,4285,,1,,,
1674,3,5/4/23,TJ/Max,,98,ALB,320,4283,4283,,1,,,
1675,3,5/4/23,TJ/Max,,89,ALB,385,4273,4273,,1,,,
1676,3,5/4/23,TJ/Max,,89,ALB,348,1548,1548,,1,,,
1677,3,5/4/23,TJ/Max,,89,ALB,330,4276,4276,,1,,,
1678,3,5/4/23,TJ/Max,,89,ALB,340,4282,4282,,1,,,
1679,3,5/4/23,TJ/Max,,89,ALB,303,1547,1547,,1,,,
1680,3,5/4/23,TJ/Max,,89,ALB,316,4286,4286,,1,,,
1681,3,5/4/23,TJ/Max,,113,ALB,347,4264,4264,,1,,,
1682,3,5/4/23,TJ/Max,,72,ALB,373,4263,4263,,1,,,
1683,3,5/4/23,TJ/Max,,72,ALB,349,2205,2205,,1,,,
1684,3,5/4/23,TJ/Max,,72,ALB,388,4262,4262,,1,,,
1685,3,5/4/23,TJ/Max,,152,ALB,492,4257,4257,,1,,,
1686,3,5/4/23,TJ/Max,,152,ALB,366,4256,4256,,1,,,
1687,3,5/4/23,TJ/Max,,159,ALB,300,1531,1531,,1,,,
1688,3,5/4/23,TJ/Max,,91,ALB,333,4302,4302,,1,,,
1689,3,5/4/23,TJ/Max,,91,ALB,369,4301,4301,,1,,,
1690,3,5/4/23,TJ/Max,,91,ALB,312,1529,1529,,1,,,
1691,3,5/4/23,TJ/Max,,91,ALB,326,4304,4304,,1,,,
1692,3,5/4/23,TJ/Max,,91,ALB,330,4303,4303,,1,,,
1693,3,5/4/23,TJ/Max,,91,ALB,345,4305,4305,,1,,,
1694,3,5/4/23,TJ/Max,,91,ALB,366,4306,4306,,1,,,
1695,3,5/4/23,TJ/Max,,91,ALB,324,1528,1528,,1,,,
1696,3,5/4/23,TJ/Max,,91,ALB,413,4308,4308,,1,,,
1697,3,5/4/23,TJ/Max,,91,ALB,410,4307,4307,,1,,,
1698,3,5/4/23,TJ/Max,,91,ALB,423,1527,1527,,1,,,
1699,3,5/4/23,TJ/Max,,91,ALB,344,4309,4309,,1,,,
1700,3,5/4/23,TJ/Max,,91,ALB,306,4310,4310,,1,,,
1701,3,5/4/23,TJ/Max,,91,ALB,425,1526,1526,,1,,,
1702,3,5/4/23,TJ/Max,,91,ALB,447,4311,4311,,1,,,
1703,3,5/4/23,TJ/Max,,91,ALB,329,4312,4312,,1,,,
1704,3,5/4/23,TJ/Max,,91,ALB,313,2208,2208,,1,,,
1705,3,5/4/23,TJ/Max,,91,ALB,343,4313,4313,,1,,,
1706,3,5/4/23,TJ/Max,,91,ALB,316,4314,4314,,1,,,
1707,3,5/4/23,TJ/Max,,91,ALB,340,4316,4316,,1,,,
1708,3,5/4/23,TJ/Max,,91,ALB,331,1523,1523,,1,,,
1709,3,5/4/23,TJ/Max,,91,ALB,316,1522,1522,,1,,,
1710,3,5/4/23,TJ/Max,,91,ALB,327,4318,4318,,1,,,
1711,3,5/4/23,N/S,,206,ALB,399,4364,4364,,1,,,
1712,3,5/4/23,N/S,,206,ALB,404,4361,4361,,1,,,
1713,3,5/4/23,N/S,,198,ALB,416,5143,5143,,1,,,
1714,3,5/4/23,N/S,,198,ALB,315,5142,5142,,1,,,
1715,3,5/4/23,N/S,,198,ALB,320,4368,4368,,1,,,
1716,3,5/4/23,N/S,,198,ALB,373,4369,4369,,1,,,
1717,3,5/4/23,N/S,,198,ALB,438,5141,5141,,1,,,
1718,3,5/4/23,N/S,,198,ALB,405,2139,2139,,1,,,
1719,3,5/4/23,N/S,,198,ALB,420,4367,4367,,1,,,
1720,3,5/4/23,N/S,,198,ALB,338,4220,4220,,1,,,
1721,3,5/4/23,N/S,,198,ALB,316,5139,5139,,1,,,
1722,3,5/4/23,N/S,,198,ALB,346,4223,4223,,1,,,
1723,3,5/4/23,N/S,,198,ALB,318,4224,4224,,1,,,
1724,3,5/4/23,N/S,,198,ALB,302,4222,4222,,1,,,
1725,3,5/4/23,N/S,,198,ALB,421,5140,5140,,1,,,
1726,3,5/4/23,N/S,,198,ALB,402,2138,2138,,1,,,
1727,3,5/4/23,N/S,,198,ALB,398,5138,5138,,1,,,
1728,3,5/4/23,N/S,,198,ALB,362,4225,4225,,1,,,
1729,3,5/4/23,N/S,,198,ALB,355,4218,4218,,1,,,
1730,3,5/4/23,N/S,,198,ALB,360,4219,4219,,1,,,
1731,3,5/4/23,N/S,,198,ALB,370,4217,4217,,1,,,
